순번,생산라인코드,생산라인명,생산일자,발생시간,종료시간,오류조치시간,비가동코드,Error_Message,품목코드,품목명,오류발생작업장명
8,C001,쿠커 #1,2016-09-06,13:57,15:23,86,W003572,정지,23L00008,토마토케찹자사용(재),쿠킹실
1,C010,파일롯,2016-09-30,14:28,15:19,51,W003443,연구 규격 확인 대기,23D04125,카츠젠사우전아일랜드드레싱2kg(재),쿠킹실
1,D006,튜브,2016-10-05,13:30,14:06,36,W0058Z9,기타,13L00026,상큼한토마토케찹(595g),충전실
2,C010,파일롯,2016-10-06,17:10,18:13,63,W003572,정지,23A00353,명인순두부소스2kg(재),쿠킹실
3,C010,파일롯,2016-10-07,16:25,17:04,39,W003645,모터이상,23K01433,고추장소스(재),쿠킹실
4,C096,2동 쿠커 #2,2016-10-18,3:30,4:20,50,W003311,계량실,23R04027,하송돈까스소스2kg(재),쿠킹실
1,C002,쿠커 #2,2016-10-19,14:30,16:27,117,W003315,업체미입고(생산지연),23A00576,오리지널강정소스(재),쿠킹실
2,C005,2동 쿠커 #4,2016-10-26,8:30,10:20,110,W003318,볶음,26A06006,씨제이두부샐러드감자-세트(재),쿠킹실
4,C010,파일롯,2016-10-26,11:17,11:28,11,W003313,야채실,23R06007,샌드위치소스(재),쿠킹실
3,C002,쿠커 #2,2016-10-28,5:28,5:52,24,W003711,기타,23R09020,치즈소스-BK(재),쿠킹실
1,C001,쿠커 #1,2016-11-14,14:00,15:37,97,W003325,기타,21501131,조미유-쉐프솔루션베이스볶음밥(시즌)(재),쿠킹실
7,C010,파일롯,2016-11-17,15:53,16:36,43,W0036A3,기타,23R13026,명품갈릭딥핑치즈소스(재),쿠킹실
1,C008,프리머 #2,2016-11-24,9:25,9:52,27,W003317,"업체미입고(생산미지연,순서변경)",26B06048,천년풍미퓨어마요네즈(재),쿠킹실
3,C001,쿠커 #1,2016-12-05,9:20,9:57,37,W003411,냉동품 투입,23A00613,비빔소스-S 40g(재),쿠킹실
5,C001,쿠커 #1,2016-12-22,14:17,14:54,37,W003311,계량실,23K03128,크라제바베큐소스18kg(재),쿠킹실
2,L001,전처리1실,2016-12-23,9:22,14:19,297,W002311,업체미입고(생산지연),23R09038,갈릭렌치소스(1kg)(재),계량실
2,C002,쿠커 #2,2016-12-27,13:40,14:12,32,W003312,전처리,23D16015,기로스머스타드소스(재),쿠킹실
4,C003,쿠커 #3,2017-01-02,8:30,10:24,114,W003111,결근,23D02215,올리브유발사믹드레싱2kg(재),쿠킹실
3,P006,튜브포장(#6),2017-01-06,18:20,19:31,71,W007315,박스 준비,13A00587,샘표갈비소스840g-미국,포장실
1,C002,쿠커 #2,2017-01-11,8:37,8:40,3,W003445,Brix 이상,23A00627,단팥퐁듀소스3kg-E(재),쿠킹실
2,C008,프리머 #2,2017-01-20,8:30,10:55,145,W003315,업체미입고(생산지연),26B06092,자연드림산뜻한마요네즈250g(재),쿠킹실
2,C007,프리머 #1,2017-01-31,8:30,9:36,66,W003315,업체미입고(생산지연),23V00005,단호박베이스-2(재),쿠킹실
3,C001,쿠커 #1,2017-02-01,10:25,11:01,36,W003571,체인,23L00015,네네토마토케첩153kg(재),쿠킹실
6,C002,쿠커 #2,2017-02-02,0:50,0:59,9,W003311,계량실,23A00621,순두부양념장-S(재),쿠킹실
9,D0035,2동 로타리#3,2017-02-07,4:17,5:28,71,W0056F8,실린더,13K03131,빠네크림소스T,충전실
1,C008,프리머 #2,2017-02-09,8:30,10:41,131,W003317,"업체미입고(생산미지연,순서변경)",26B06095,골드마요네즈3.2kg(캡파우치)(재),쿠킹실
3,C010,파일롯,2017-02-09,11:06,11:14,8,W003442,QA 규격 확인 대기,23R01109,숯불바베큐소스(재),쿠킹실
4,C010,파일롯,2017-02-13,11:49,11:54,5,W003442,QA 규격 확인 대기,23D01158,키위드레싱-R(재),쿠킹실
8,D088,냉동밥 내포장#1,2017-02-16,13:40,13:50,10,W005211,교육,1BA03069,CJ낙지볶음밥*5ea,충전실
7,P022,냉동밥 외포장#2,2017-02-16,12:30,13:00,30,W007461,기기세팅,1BA03158,비비고불고기비빔밥200g,포장실
3,C002,쿠커 #2,2017-02-17,12:09,13:27,78,W003444,점도이상,23D13030,시아스칠리소스2kg(재),쿠킹실
15,C088,냉동밥 취반#1,2017-03-03,10:54,12:01,67,W0034B1,품목 교체,2BA03056,야채볶음밥베이스3kg(재),쿠킹실
24,C088,냉동밥 취반#1,2017-03-03,21:40,22:35,55,W0034B1,품목 교체,2BA03047,시아스야채볶음밥3kg(재),쿠킹실
2,C087,냉동밥 취반#2,2017-03-06,8:30,10:54,144,W003312,전처리,2BA03157,비비고낙지비빔밥200g(재),쿠킹실
15,D087,냉동밥 내포장#2,2017-03-08,19:00,19:00,0,W0054F1,품목 교체,1BA03200,비비고새우볶음밥210g(알밥),충전실
9,D088,냉동밥 내포장#1,2017-03-09,9:00,10:00,60,W0054F2,세부 세척,1BA03211,AAF곤드레나물밥250g(알밥)*,충전실
16,D088,냉동밥 내포장#1,2017-03-09,17:09,18:01,52,W005722,공정,1BA03211,AAF곤드레나물밥250g(알밥)*,충전실
18,C088,냉동밥 취반#1,2017-03-11,5:50,7:16,86,W0034B1,품목 교체,2BA03093,비비고취나물밥200g(재),쿠킹실
6,C003,쿠커 #3,2017-03-14,8:57,9:02,5,W003442,QA 규격 확인 대기,23R10026,Sias허니브라운머스타드960g(재),쿠킹실
16,C087,냉동밥 취반#2,2017-03-14,12:30,13:30,60,W0034C1,별도구작업,2BA03157,비비고낙지비빔밥200g(재),쿠킹실
12,C088,냉동밥 취반#1,2017-03-14,9:30,11:00,90,W0034B2,세부 세척,2BA03174,통새우볶음밥(노브랜드)(재),쿠킹실
24,C088,냉동밥 취반#1,2017-03-15,4:26,5:25,59,W0034B1,품목 교체,2BA03064,CJ해물볶음밥(재),쿠킹실
25,D088,냉동밥 내포장#1,2017-03-15,11:06,11:16,10,W0056S6,기타,1BA03070,CJ해물볶음밥/20개입,충전실
17,C002,쿠커 #2,2017-03-15,15:22,15:47,25,W003442,QA 규격 확인 대기,23K01304,데미그라스소스-P(재),쿠킹실
12,D013,마요네즈 수동,2017-03-15,11:16,11:24,8,W005A11,기타,13V00005,단호박베이스-2,충전실
11,D045,병(PET)12열충전,2017-03-15,10:11,10:55,44,W005817,라벨부착 오류,13D02270,발사믹올리브유드레싱525g,충전실
5,D087,냉동밥 내포장#2,2017-03-15,6:45,8:52,127,W0054F1,품목 교체,1BA03158,비비고불고기비빔밥200g,충전실
6,C087,냉동밥 취반#2,2017-03-16,7:40,10:00,140,W0034C1,별도구작업,2BA03200,비비고새우볶음밥210g(알밥)(재),쿠킹실
21,C088,냉동밥 취반#1,2017-03-16,19:20,20:00,40,W003318,볶음,2BA03159,비비고깍두기볶음밥200g(재),쿠킹실
25,C088,냉동밥 취반#1,2017-03-17,2:50,3:30,40,W0034C1,별도구작업,2BA03175,매콤낙지볶음밥(노브랜드)(재),쿠킹실
10,C007,프리머 #1,2017-03-17,13:59,14:18,19,W003711,기타,26B03005,마요네즈-P(현미유)/국산난황(재),쿠킹실
29,C087,냉동밥 취반#2,2017-03-18,6:50,7:30,40,W003721,충진 미종료,2BA03201,비비고닭가슴살볶음밥210g(알밥)(재),쿠킹실
16,D088,냉동밥 내포장#1,2017-03-18,17:17,19:30,133,W005722,공정,1BA03164,퀴노아렌틸콩현미볶음밥1kg,충전실
8,C010,파일롯,2017-03-20,19:10,19:56,46,W003442,QA 규격 확인 대기,23G02022,매콤파닭소스(재),쿠킹실
11,C088,냉동밥 취반#1,2017-03-21,23:10,0:02,52,W0034B1,품목 교체,2BA03065,CJ햄야채볶음밥(재),쿠킹실
15,C008,프리머 #2,2017-03-21,11:10,13:46,156,W003452,충전,26B06077,시아스골드마요네즈2kg-에스그린(재),쿠킹실
41,D088,냉동밥 내포장#1,2017-03-22,4:13,4:37,24,W0054F1,품목 교체,1BA03004,새우볶음밥300g,충전실
14,P021,냉동밥 외포장#1,2017-03-21,11:50,13:32,102,W0079AA,기타,1BA03216,AAF게살새우볶음밥(알밥)*,포장실
6,D088,냉동밥 내포장#1,2017-03-22,10:16,10:32,16,W005722,공정,1BA03211,AAF곤드레나물밥250g(알밥)*,충전실
15,C087,냉동밥 취반#2,2017-03-23,12:00,12:20,20,W003721,충진 미종료,2BA03200,비비고새우볶음밥210g(알밥)(재),쿠킹실
16,C088,냉동밥 취반#1,2017-03-23,13:42,14:30,48,W0034B1,품목 교체,2BA03217,AAF장조림볶음밥(알밥)(재)*,쿠킹실
19,C088,냉동밥 취반#1,2017-03-23,21:30,21:59,29,W003721,충진 미종료,2BA03159,비비고깍두기볶음밥200g(재),쿠킹실
23,P021,냉동밥 외포장#1,2017-03-23,22:20,22:54,34,W0079AA,기타,1BA03159,비비고깍두기볶음밥200g,포장실
8,P021,냉동밥 외포장#1,2017-03-24,13:43,15:45,122,W0079AA,기타,1BA03006,김치볶음밥300g,포장실
15,P021,냉동밥 외포장#1,2017-03-25,2:52,4:50,118,W007471,품목교체,1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,포장실
8,D088,냉동밥 내포장#1,2017-03-25,19:13,20:31,78,W0056S6,기타,1BA03099,새우볶음밥-S 200g,충전실
9,D045,병(PET)12열충전,2017-03-27,14:13,14:30,17,W0058Z9,기타,13D02247,참깨&흑임자드레싱-N 220g,충전실
17,D088,냉동밥 내포장#1,2017-03-28,0:20,1:30,70,W005722,공정,1BA03137,매드포갈릭갈릭버터라이스300g,충전실
22,D088,냉동밥 내포장#1,2017-03-28,4:35,5:06,31,W005724,이송끊김,1BA03137,매드포갈릭갈릭버터라이스300g,충전실
19,D088,냉동밥 내포장#1,2017-04-07,22:02,23:05,63,W0054F1,품목 교체,1BA03065,CJ햄야채볶음밥*5ea,충전실
22,D088,냉동밥 내포장#1,2017-04-07,23:05,23:56,51,W005722,공정,1BA03065,CJ햄야채볶음밥*5ea,충전실
12,C088,냉동밥 취반#1,2017-04-11,17:30,19:00,90,W0034B2,세부 세척,2BA03034,소후레쉬야채볶음밥3kg(재),쿠킹실
21,D087,냉동밥 내포장#2,2017-04-14,0:10,0:50,40,W005722,공정,1BA03200,비비고새우볶음밥210g(알밥),충전실
10,C088,냉동밥 취반#1,2017-04-15,10:30,12:00,90,W0034B2,세부 세척,2BA03229,야채현미밥H10kg(재),쿠킹실
9,D087,냉동밥 내포장#2,2017-04-15,19:18,21:00,102,W0054F1,품목 교체,1BA03201,비비고닭가슴살볶음밥210g(알밥),충전실
23,D087,냉동밥 내포장#2,2017-04-18,9:57,10:22,25,W005722,공정,1BA03157,비비고낙지비빔밥200g,충전실
3,C010,파일롯,2017-04-20,8:59,9:13,14,W003444,점도이상,23G02027,매운바베큐양념소스-수출(재),쿠킹실
15,C088,냉동밥 취반#1,2017-04-20,16:30,17:00,30,W0034B1,품목 교체,2BA03065,CJ햄야채볶음밥(재),쿠킹실
19,C088,냉동밥 취반#1,2017-04-21,2:35,3:35,60,W0034B1,품목 교체,2BA03064,CJ해물볶음밥(재),쿠킹실
12,D0036,로타리 #5,2017-04-20,14:45,15:20,35,W005113,부족,16B06086,화이트마요-M(2kg),충전실
14,C045,쿠커 #5,2017-04-21,14:38,15:02,24,W003444,점도이상,23D02295,킹즈레몬소스(재),쿠킹실
26,C087,냉동밥 취반#2,2017-04-22,2:10,3:00,50,W003721,충진 미종료,2BA03217,AAF장조림볶음밥(알밥)(재)*,쿠킹실
16,D088,냉동밥 내포장#1,2017-04-21,16:17,18:54,157,W005722,공정,1BA03094,비비고곤드레밥200g,충전실
22,D088,냉동밥 내포장#1,2017-04-21,23:00,23:49,49,W0054F1,품목 교체,1BA03093,비비고취나물밥200g,충전실
27,D088,냉동밥 내포장#1,2017-04-22,3:52,4:27,35,W0054F1,품목 교체,1BA03176,비비고시래기나물밥200g,충전실
1,C002,쿠커 #2,2017-04-24,8:30,9:25,55,W003489,기타,23G02002,맘스스위트양념소스(재),쿠킹실
10,D087,냉동밥 내포장#2,2017-04-24,19:32,21:15,103,W0054F2,세부 세척,1BA03216,AAF게살새우볶음밥(알밥)*,충전실
2,L002,전처리2실,2017-04-24,8:00,8:58,58,W002313,관리팀미입고(생산지연),2BA03216,AAF게살새우볶음밥(알밥)(재)*,계량실
16,D007,2동 6열컵실러#1,2017-04-25,14:00,14:39,39,W0058Z1,대차 적재 공간 부족,13K01444,마크니커리소스,충전실
24,D011,2동 오리히로,2017-04-25,16:40,17:40,60,W005721,원료,16A04027,맥앤치즈샐러드-G,충전실
5,D088,냉동밥 내포장#1,2017-04-26,13:06,14:29,83,W005722,공정,1BA03094,비비고곤드레밥200g,충전실
11,C087,냉동밥 취반#2,2017-04-27,11:00,11:30,30,W003721,충진 미종료,2BA03213,AAF불곱창볶음밥250g(알밥)(재)*,쿠킹실
9,C088,냉동밥 취반#1,2017-04-27,11:33,13:00,87,W0034B1,품목 교체,2BA03227,무명식당3종나물영양밥(알밥)(재),쿠킹실
3,P006,튜브포장(#6),2017-04-27,11:05,11:05,0,W007316,관리팀미입고(생산지연),1.#JE+00,시아스사누끼우동소스,포장실
9,C088,냉동밥 취반#1,2017-04-29,19:01,20:00,59,W0034B1,품목 교체,2BA03228,탄두리닭가슴살현미볶음밥10kg(재),쿠킹실
1,C003,쿠커 #3,2017-05-01,9:00,9:26,26,W003311,계량실,23B00121,카페베네프라페노믹스(재),쿠킹실
33,C087,냉동밥 취반#2,2017-05-03,3:10,4:10,60,W0034B2,세부 세척,2BA03213,AAF불곱창볶음밥250g(알밥)(재)*,쿠킹실
2,D088,냉동밥 내포장#1,2017-05-02,0:49,1:28,39,W005722,공정,1BA03072,CJ새우볶음밥/20개입,충전실
15,P0F0,PET#2,2017-05-02,11:29,12:01,32,W0076D4,기타,13D02243,키위저지방샐러드소스-N 235g,포장실
17,P0F0,PET#2,2017-05-02,13:13,15:01,108,W007689,기타,13D02243,키위저지방샐러드소스-N 235g,포장실
28,C088,냉동밥 취반#1,2017-05-04,5:40,7:00,80,W003721,충진 미종료,2BA03064,CJ해물볶음밥(재),쿠킹실
12,C088,냉동밥 취반#1,2017-05-04,11:00,11:40,40,W003721,충진 미종료,2BA03229,야채현미밥H10kg(재),쿠킹실
13,C088,냉동밥 취반#1,2017-05-04,16:00,17:30,90,W0034B1,품목 교체,2BA03228,탄두리닭가슴살현미볶음밥10kg(재),쿠킹실
9,C088,냉동밥 취반#1,2017-05-08,8:00,10:40,160,W003318,볶음,2BA03051,쉐프솔루션베이스볶음밥(시즌)500g(재),쿠킹실
18,D087,냉동밥 내포장#2,2017-05-10,5:48,6:30,42,W0054F2,세부 세척,1BA03200,비비고새우볶음밥210g(알밥),충전실
6,D088,냉동밥 내포장#1,2017-05-09,10:12,10:30,18,W005722,공정,1BA03138,매드포갈릭갈릭버터라이스200g,충전실
9,D088,냉동밥 내포장#1,2017-05-09,17:05,18:00,55,W0054F1,품목 교체,1BA03023,갈릭라이스3kg,충전실
28,D088,냉동밥 내포장#1,2017-05-26,10:10,12:56,166,W0056S6,기타,1BA03159,비비고깍두기볶음밥200g,충전실
29,D088,냉동밥 내포장#1,2017-05-26,12:56,13:20,24,W0054F1,품목 교체,1BA03159,비비고깍두기볶음밥200g,충전실
18,D088,냉동밥 내포장#1,2017-05-30,0:15,1:35,80,W0054F1,품목 교체,1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,충전실
9,C008,프리머 #2,2017-06-01,8:30,9:48,78,W003481,충진라인 중복,26B06086,화이트마요-M(2kg)(재),쿠킹실
23,C087,냉동밥 취반#2,2017-06-03,0:50,3:00,130,W003721,충진 미종료,2BA03200,비비고새우볶음밥210g(알밥)(재),쿠킹실
13,C088,냉동밥 취반#1,2017-06-02,16:30,17:30,60,W0034B1,품목 교체,2BA03055,한그릇연근우엉밥(재),쿠킹실
17,D087,냉동밥 내포장#2,2017-06-07,21:40,22:45,65,W005722,공정,1BA03158,비비고불고기비빔밥200g,충전실
3,D088,냉동밥 내포장#1,2017-06-07,0:00,1:01,61,W0054F1,품목 교체,1BA03119,홍익돈까스 야채볶음밥,충전실
5,D088,냉동밥 내포장#1,2017-06-07,5:09,6:22,73,W0054F1,품목 교체,1BA03138,매드포갈릭갈릭버터라이스200g,충전실
10,D088,냉동밥 내포장#1,2017-06-07,14:33,15:41,68,W0056O7,기타,1BA03067,후레시스김치볶음밥,충전실
1,C088,냉동밥 취반#1,2017-06-08,5:20,6:30,70,W0034B1,품목 교체,2BA03159,비비고깍두기볶음밥200g(재),쿠킹실
21,C088,냉동밥 취반#1,2017-06-09,0:40,2:00,80,W003721,충진 미종료,2BA03214,닭가슴살볶음밥(노브랜드)(재),쿠킹실
13,C088,냉동밥 취반#1,2017-06-09,15:00,16:00,60,W003721,충진 미종료,2BA03211,AAF곤드레나물밥250g(알밥)(재)*,쿠킹실
17,C088,냉동밥 취반#1,2017-06-09,21:10,22:00,50,W0034B1,품목 교체,2BA03212,AAF3가지나물밥250g(알밥)(재)*,쿠킹실
25,C088,냉동밥 취반#1,2017-06-10,3:55,4:15,20,W0034C1,별도구작업,2BA03235,어수리나물밥10kg(재),쿠킹실
5,C002,쿠커 #2,2017-06-12,15:30,15:40,10,W003445,Brix 이상,23A01072,명인쫄면소스(2kg)(재),쿠킹실
3,D006,튜브,2017-06-12,13:10,17:20,250,W0056K3,센서,13B00121,카페베네프라페노믹스,충전실
6,D088,냉동밥 내포장#1,2017-06-12,16:30,16:54,24,W0054F2,세부 세척,1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,충전실
26,D087,냉동밥 내포장#2,2017-06-14,12:20,13:23,63,W005722,공정,1BA03195,"비비고낙지비빔밥(밥,소스)-컵",충전실
4,D088,냉동밥 내포장#1,2017-06-13,9:43,10:21,38,W0054F1,품목 교체,1BA03071,CJ햄야채볶음밥/20개입,충전실
1,C088,냉동밥 취반#1,2017-06-15,5:30,6:30,60,W0034B1,품목 교체,2BA03159,비비고깍두기볶음밥200g(재),쿠킹실
8,D087,냉동밥 내포장#2,2017-06-15,13:00,14:03,63,W005722,공정,1BA03196,"비비고불고기비빔밥(밥,참기름)-컵",충전실
2,D088,냉동밥 내포장#1,2017-06-15,6:24,8:00,96,W0054F1,품목 교체,1BA03159,비비고깍두기볶음밥200g,충전실
16,C088,냉동밥 취반#1,2017-06-16,15:00,16:30,90,W0034B2,세부 세척,2BA03093,비비고취나물밥200g(재),쿠킹실
10,D088,냉동밥 내포장#1,2017-06-17,22:09,23:30,81,W0054F1,품목 교체,1BA03230,취나물현미밥10kg,충전실
18,C087,냉동밥 취반#2,2017-06-20,4:30,5:30,60,W0034B1,품목 교체,2BA03157,비비고낙지비빔밥200g(재),쿠킹실
10,C087,냉동밥 취반#2,2017-06-20,14:00,14:30,30,W003721,충진 미종료,2BA03217,AAF장조림볶음밥(알밥)(재)*,쿠킹실
24,D088,냉동밥 내포장#1,2017-06-21,3:49,4:00,11,W0054F1,품목 교체,1BA03192,굴소스라이스(3kg),충전실
17,C087,냉동밥 취반#2,2017-06-21,17:10,18:20,70,W0034B2,세부 세척,2BA03158,비비고불고기비빔밥200g(재),쿠킹실
25,C087,냉동밥 취반#2,2017-06-22,2:00,3:00,60,W0034B2,세부 세척,2BA03158,비비고불고기비빔밥200g(재),쿠킹실
10,D088,냉동밥 내포장#1,2017-06-21,14:50,15:34,44,W005722,공정,1BA03176,비비고시래기나물밥200g,충전실
13,C088,냉동밥 취반#1,2017-06-22,9:30,10:30,60,W003711,기타,2BA03191,땡초상하이볶음밥(재),쿠킹실
14,C088,냉동밥 취반#1,2017-06-22,13:00,14:00,60,W0034B1,품목 교체,2BA03159,비비고깍두기볶음밥200g(재),쿠킹실
17,P006,튜브포장(#6),2017-06-22,13:30,16:10,160,W007911,설비,16B06100,정성담은마요네즈(250g),포장실
7,D088,냉동밥 내포장#1,2017-06-23,9:44,11:25,101,W0054F1,품목 교체,1BA03214,닭가슴살볶음밥(노브랜드),충전실
25,D088,냉동밥 내포장#1,2017-06-23,20:18,21:03,45,W005722,공정,1BA03257,옥수수볶음밥JB 1kg,충전실
27,D088,냉동밥 내포장#1,2017-06-24,2:45,3:59,74,W0054F1,품목 교체,1BA03257,옥수수볶음밥JB 1kg,충전실
7,C007,프리머 #1,2017-07-11,8:30,21:53,803,W003686,메카니칼 씰,26B03115,마요네즈P(현미유)/중국산난황(재),쿠킹실
15,C087,냉동밥 취반#2,2017-07-11,11:00,12:00,60,W0034B1,품목 교체,2BA03257,옥수수볶음밥JB 1kg(재),쿠킹실
7,C001,쿠커 #1,2017-07-13,10:16,12:11,115,W003643,기타,23K01280,파파이스핑거휠레소스(재),쿠킹실
14,C088,냉동밥 취반#1,2017-07-18,11:00,12:15,75,W0036K4,구동부 이상,2BA03065,CJ햄야채볶음밥(재),쿠킹실
22,D088,냉동밥 내포장#1,2017-07-19,7:18,8:42,84,W0054F1,품목 교체,1BA03064,CJ해물볶음밥*5ea,충전실
10,C088,냉동밥 취반#1,2017-07-19,16:45,17:30,45,W003318,볶음,2BA03094,비비고곤드레밥200g(재),쿠킹실
17,C088,냉동밥 취반#1,2017-07-20,9:40,11:00,80,W0034B2,세부 세척,2BA03150,요리밥케이준스파이스필라프250g(재),쿠킹실
9,C088,냉동밥 취반#1,2017-07-25,12:45,13:40,55,W0034B1,품목 교체,2BA03065,CJ햄야채볶음밥(재),쿠킹실
4,D087,냉동밥 내포장#2,2017-07-25,7:41,9:03,82,W005722,공정,1BA03200,비비고새우볶음밥210g(알밥),충전실
17,D087,냉동밥 내포장#2,2017-07-25,19:58,21:23,85,W0054F1,품목 교체,1BA03200,비비고새우볶음밥210g(알밥),충전실
1,D088,냉동밥 내포장#1,2017-07-25,0:15,1:00,45,W0054F2,세부 세척,1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,충전실
16,C088,냉동밥 취반#1,2017-07-26,21:00,22:00,60,W0034B1,품목 교체,2BA03064,CJ해물볶음밥(재),쿠킹실
22,C088,냉동밥 취반#1,2017-07-27,5:00,5:30,30,W003721,충진 미종료,2BA03093,비비고취나물밥200g(재),쿠킹실
17,C088,냉동밥 취반#1,2017-07-27,19:30,20:30,60,W0034B1,품목 교체,2BA03069,CJ낙지볶음밥(재),쿠킹실
18,C088,냉동밥 취반#1,2017-07-27,20:30,21:30,60,W003318,볶음,2BA03069,CJ낙지볶음밥(재),쿠킹실
7,D002,로타리 #1,2017-07-27,11:48,12:40,52,W005881,냉각 미종료,13R09020,치즈소스-BK,충전실
10,C088,냉동밥 취반#1,2017-07-28,12:15,13:15,60,W0034B1,품목 교체,2BA03236,찰현미새우볶음밥10kg(재),쿠킹실
15,D087,냉동밥 내포장#2,2017-07-28,17:38,19:00,82,W0054F1,품목 교체,1BA03175,매콤낙지볶음밥(노브랜드),충전실
9,D088,냉동밥 내포장#1,2017-07-28,12:39,14:22,103,W0054F1,품목 교체,1BA03236,찰현미새우볶음밥10kg,충전실
16,C088,냉동밥 취반#1,2017-08-01,21:40,22:40,60,W0034B1,품목 교체,2BA03094,비비고곤드레밥200g(재),쿠킹실
19,D087,냉동밥 내포장#2,2017-08-02,0:01,0:50,49,W0054F2,세부 세척,1BA03157,비비고낙지비빔밥200g,충전실
16,D088,냉동밥 내포장#1,2017-08-02,21:05,22:00,55,W0054F1,품목 교체,1BA03159,비비고깍두기볶음밥200g,충전실
18,C087,냉동밥 취반#2,2017-08-04,1:30,2:10,40,W003721,충진 미종료,2BA03158,비비고불고기비빔밥200g(재),쿠킹실
14,C088,냉동밥 취반#1,2017-08-03,20:20,21:20,60,W0034B2,세부 세척,2BA03257,옥수수볶음밥JB 1kg(재),쿠킹실
8,C088,냉동밥 취반#1,2017-08-04,16:20,17:15,55,W0034B1,품목 교체,2BA03185,게살볶음밥250g-QKC(재),쿠킹실
14,C087,냉동밥 취반#2,2017-08-07,13:00,20:30,450,W0034C1,별도구작업,,,쿠킹실
26,C002,쿠커 #2,2017-08-09,1:50,16:00,850,W003633,기타,23U01125,스트로베리시럽(재),쿠킹실
21,P0F0,PET#2,2017-08-08,21:40,22:31,51,W007911,설비,13D02286,발사믹올리브유드레싱235g,포장실
4,D088,냉동밥 내포장#1,2017-08-09,11:30,13:00,90,W0054F1,품목 교체,1BA03159,비비고깍두기볶음밥200g,충전실
10,C004,쿠커 #4,2017-08-10,13:30,17:29,239,W003315,업체미입고(생산지연),23D02284,오리엔탈드레싱-N 550g(재),쿠킹실
22,D088,냉동밥 내포장#1,2017-08-10,22:48,23:50,62,W0054G1,별도구작업,1BA03174,통새우볶음밥(노브랜드),충전실
9,D087,냉동밥 내포장#2,2017-08-11,12:56,13:50,54,W0054F2,세부 세척,1BA03200,비비고새우볶음밥210g(알밥),충전실
11,D087,냉동밥 내포장#2,2017-08-11,13:50,14:53,63,W005722,공정,1BA03200,비비고새우볶음밥210g(알밥),충전실
1,C004,쿠커 #4,2017-08-15,7:30,8:42,72,W003325,기타,23D02238,오리엔탈드레싱-N 240g(재),쿠킹실
4,D087,냉동밥 내포장#2,2017-08-16,8:34,10:38,124,W005722,공정,1BA03200,비비고새우볶음밥210g(알밥),충전실
24,D087,냉동밥 내포장#2,2017-08-17,8:30,9:32,62,W005722,공정,1BA03157,비비고낙지비빔밥200g,충전실
2,D088,냉동밥 내포장#1,2017-08-16,8:12,9:27,75,W0054F1,품목 교체,1BA03138,매드포갈릭갈릭버터라이스200g,충전실
6,D087,냉동밥 내포장#2,2017-09-02,9:03,11:09,126,W0054F1,품목 교체,1BA03174,통새우볶음밥(노브랜드),충전실
1,D088,냉동밥 내포장#1,2017-09-02,1:20,2:02,42,W0054F1,품목 교체,1BA03257,옥수수볶음밥JB 1kg,충전실
18,C088,냉동밥 취반#1,2017-09-06,23:00,23:30,30,W003318,볶음,2BA03211,AAF곤드레나물밥250g(알밥)(재)*,쿠킹실
16,C088,냉동밥 취반#1,2017-09-08,18:30,19:30,60,W0034B1,품목 교체,2BA03159,비비고깍두기볶음밥200g(재),쿠킹실
8,C002,쿠커 #2,2017-09-12,8:34,9:32,58,W003459,기타,23A00627,단팥퐁듀소스3kg-E(재),쿠킹실
6,C088,냉동밥 취반#1,2017-09-11,23:00,0:00,60,W0034B1,품목 교체,2BA03216,AAF게살새우볶음밥(알밥)(재)*,쿠킹실
8,C001,쿠커 #1,2017-09-13,12:15,13:08,53,W003444,점도이상,23P01222,피자소스-H(재),쿠킹실
12,C088,냉동밥 취반#1,2017-09-15,14:10,15:10,60,W0034B1,품목 교체,2BA03159,비비고깍두기볶음밥200g(재),쿠킹실
15,D006,튜브,2017-09-15,16:00,16:20,20,W005835,헤드,1.#JE+00,가쓰오다시국물900ml,충전실
16,D087,냉동밥 내포장#2,2017-09-15,20:05,21:30,85,W0054F1,품목 교체,1BA03175,매콤낙지볶음밥(노브랜드),충전실
3,D088,냉동밥 내포장#1,2017-09-15,8:56,9:33,37,W0054F1,품목 교체,1BA03049,김치볶음밥-S,충전실
1,C003,쿠커 #3,2017-09-18,8:30,9:33,63,W003711,기타,23R08020,유생촌타르타르소스2kg(재),쿠킹실
5,C008,프리머 #2,2017-09-18,11:09,11:35,26,W003452,충전,26B06024,이츠웰골드마요네즈1kg(재),쿠킹실
1,D087,냉동밥 내포장#2,2017-09-19,6:52,9:44,172,W0054F1,품목 교체,1BA03195,"비비고낙지비빔밥(밥,소스)-컵",충전실
3,D088,냉동밥 내포장#1,2017-09-19,7:40,9:43,123,W0054F1,품목 교체,1BA03093,비비고취나물밥200g,충전실
11,D088,냉동밥 내포장#1,2017-09-19,19:30,21:30,120,W0054F1,품목 교체,1BA03176,비비고시래기나물밥200g,충전실
11,D088,냉동밥 내포장#1,2017-09-20,11:00,15:55,295,W005A11,기타,1BA03223,굴소스로맛을낸게살새우볶음밥,충전실
