순번,생산라인코드,생산라인명,생산일자,발생시간,종료시간,오류조치시간,비가동코드,Error_Message,품목코드,품목명,오류발생작업장명
10,D087,냉동밥 내포장#2,2018-09-12,14:21,15:10,49,W005422,설비,1BA03365,NEW비비고새우볶음밥210g(알밥),충전실
17,D088,냉동밥 내포장#1,2018-09-12,21:42,23:27,105,W0054F1,품목 교체,1BA03368,치즈스테이크볶음밥,충전실
8,P004,PET#1,2018-09-12,13:53,14:07,14,W0079AA,기타,13D02285,오리엔탈드레싱-N 115g,포장실
16,D088,냉동밥 내포장#1,2018-09-14,7:22,9:01,99,W0054F1,품목 교체,1BA03381,AAF곤드레나물밥(알밥)-NEW,충전실
5,P0F0,PET#2,2018-09-14,10:45,11:50,65,W0079AA,기타,13D02247,참깨&흑임자드레싱-N 220g,포장실
8,P0F0,PET#2,2018-09-14,14:00,15:55,115,W007911,설비,13D02247,참깨&흑임자드레싱-N 220g,포장실
1,C002,쿠커 #2,2018-09-17,8:25,8:49,24,W003312,전처리,23R09041,크림치즈무스(재),쿠킹실
8,P0F0,PET#2,2018-09-18,17:40,18:00,20,W0079AA,기타,13D02244,골드파인애플&골드키위저지방샐러드-N 235g,포장실
7,D087,냉동밥 내포장#2,2018-09-19,17:04,19:41,157,W0054F1,품목 교체,1BA03158,비비고불고기비빔밥200g,충전실
2,D088,냉동밥 내포장#1,2018-09-19,10:20,11:20,60,W0054F1,품목 교체,1BA03381,AAF곤드레나물밥(알밥)-NEW,충전실
4,D088,냉동밥 내포장#1,2018-10-25,7:36,9:18,102,W0054F1,품목 교체,1BA03049,김치볶음밥-S,충전실
6,D088,냉동밥 내포장#1,2018-10-25,13:38,15:27,109,W0054F1,품목 교체,1BA03224,낙지쭈꾸미볶음밥,충전실
5,C045,쿠커 #5,2018-11-01,7:15,8:03,48,W003312,전처리,23R10044,노브랜드머스타드소스(재),쿠킹실
10,D088,냉동밥 내포장#1,2018-11-06,21:30,23:13,103,W0054F1,품목 교체,1BA03385,한입밥용냉동밥,충전실
15,P006,튜브포장(#6),2018-11-08,19:27,19:48,21,W0079AA,기타,13R11032,노브랜드스테이크소스,포장실
2,D088,냉동밥 내포장#1,2018-11-09,4:00,5:38,98,W0054F1,품목 교체,1BA03075,CJ새우볶음밥3kg,충전실
1,D087,냉동밥 내포장#2,2018-11-13,8:12,9:55,103,W0054F1,품목 교체,1BA03366,NEW비비고새우볶음밥(홈플),충전실
13,C007,프리머 #1,2018-11-20,16:30,16:58,28,W003419,기타,26B03004,마요네즈-업소용18kg(재),쿠킹실
15,D087,냉동밥 내포장#2,2018-11-20,21:58,0:02,124,W0054F2,세부 세척,1BA03365,NEW비비고새우볶음밥210g(알밥),충전실
1,D088,냉동밥 내포장#1,2018-11-20,1:03,1:40,37,W0054F1,품목 교체,1BA03119,홍익돈까스 야채볶음밥,충전실
4,D088,냉동밥 내포장#1,2018-11-20,7:09,7:48,39,W005722,공정,1BA03376,시아스야채볶음밥1kg,충전실
13,C007,프리머 #1,2018-11-22,16:45,17:20,35,W003452,충전,26B06084,디딤돌골드마요네즈3.2kg(재),쿠킹실
5,C088,냉동밥 취반#1,2018-11-22,1:20,2:10,50,W0034B1,품목 교체,2BA03066,CJ새우볶음밥(재),쿠킹실
15,D087,냉동밥 내포장#2,2018-11-24,11:01,12:26,85,W0054F1,품목 교체,1BA03158,비비고불고기비빔밥200g,충전실
5,D088,냉동밥 내포장#1,2018-11-23,13:05,14:18,73,W0054F1,품목 교체,1BA03049,김치볶음밥-S,충전실
10,D088,냉동밥 내포장#1,2018-11-23,23:28,0:12,44,W005722,공정,1BA03378,매콤낙지볶음밥(노브랜드)/7개입,충전실
3,D087,냉동밥 내포장#2,2018-11-27,7:33,8:48,75,W0054F1,품목 교체,1BA03157,비비고낙지비빔밥200g,충전실
6,D088,냉동밥 내포장#1,2018-11-27,16:13,17:58,105,W0054F2,세부 세척,1BA03137,매드포갈릭갈릭버터라이스300g,충전실
2,C088,냉동밥 취반#1,2018-11-28,0:30,1:30,60,W0034B1,품목 교체,2BA03047,시아스야채볶음밥3kg(재),쿠킹실
7,D088,냉동밥 내포장#1,2018-11-29,14:12,15:49,97,W0054F1,품목 교체,1BA03395,오양김치볶음밥,충전실
3,D087,냉동밥 내포장#2,2018-11-30,4:32,6:15,103,W0054F2,세부 세척,1BA03366,NEW비비고새우볶음밥(홈플),충전실
5,D045,병(PET)12열충전,2018-12-05,10:16,10:29,13,W005817,라벨부착 오류,13D02249,아몬드&호두드레싱-N 225g,충전실
11,D088,냉동밥 내포장#1,2018-12-06,1:58,4:07,129,W0054F1,품목 교체,1BA03093,비비고취나물밥200g,충전실
13,C002,쿠커 #2,2018-12-07,8:30,9:18,48,W0036D1,사이드 글라스,23D01143,요거트드레싱(재),쿠킹실
9,D087,냉동밥 내포장#2,2018-12-07,23:31,0:06,35,W0054F2,세부 세척,1BA03213,AAF불곱창깍두기볶음밥250g(알밥)*,충전실
5,D088,냉동밥 내포장#1,2018-12-11,12:39,13:36,57,W005722,공정,1BA03205,마왕갈릭라이스,충전실
2,D087,냉동밥 내포장#2,2018-12-12,11:32,13:27,115,W0054F1,품목 교체,1BA03393,오양새우볶음밥,충전실
7,C001,쿠커 #1,2018-12-14,14:13,14:33,20,W003325,기타,23C01061,호식이불짬뽕소스-H 2kg(재),쿠킹실
6,C088,냉동밥 취반#1,2018-12-15,23:20,0:20,60,W0034B1,품목 교체,2BA03285,콩콩푸드밥5kg(재),쿠킹실
4,D088,냉동밥 내포장#1,2018-12-15,19:27,20:00,33,W0054F1,품목 교체,1BA03049,김치볶음밥-S,충전실
10,C088,냉동밥 취반#1,2018-12-19,22:10,23:10,60,W0034B1,품목 교체,2BA03284,곤드레나물밥H5kg(재),쿠킹실
2,D088,냉동밥 내포장#1,2018-12-20,10:00,10:37,37,W0054F1,품목 교체,1BA03074,CJ햄야채볶음밥3kg,충전실
8,D088,냉동밥 내포장#1,2018-12-20,17:58,19:37,99,W0054F1,품목 교체,1BA03389,게살볶음밥E,충전실
13,D087,냉동밥 내포장#2,2018-12-22,1:48,2:15,27,W005722,공정,1BA03300,쟌슨빌소시지볶음밥(알밥),충전실
18,D088,냉동밥 내포장#1,2018-12-23,23:59,1:00,-1379,W005722,공정,1BA03281,취나물현미밥5kg,충전실
13,C003,쿠커 #3,2018-12-29,7:17,7:49,32,W003441,규격보정,23B00084,모히토칵테일베이스-2(재),쿠킹실
1,C007,프리머 #1,2018-12-26,8:30,11:31,181,W003552,보일러 꺼짐,23V00005,단호박베이스-2(재),쿠킹실
6,D087,냉동밥 내포장#2,2019-01-23,12:59,14:00,61,W0054F2,세부 세척,1BA03158,비비고불고기비빔밥200g,충전실
8,D087,냉동밥 내포장#2,2019-01-23,14:00,14:17,17,W005722,공정,1BA03158,비비고불고기비빔밥200g,충전실
4,D088,냉동밥 내포장#1,2019-01-29,9:10,10:00,50,W0054F1,품목 교체,1BA03138,매드포갈릭갈릭버터라이스200g,충전실
4,C005,2동 쿠커 #4,2019-02-07,16:50,19:51,181,W003552,보일러 꺼짐,26A01017,고구마샐러드FM(재),쿠킹실
1,D088,냉동밥 내포장#1,2019-02-09,6:55,8:32,97,W005722,공정,1BA03049,김치볶음밥-S,충전실
10,D088,냉동밥 내포장#1,2019-02-09,17:35,18:35,60,W005722,공정,1BA03159,비비고깍두기볶음밥200g,충전실
8,D088,냉동밥 내포장#1,2019-02-12,14:06,15:46,100,W005722,공정,1BA03389,게살볶음밥E,충전실
11,D088,냉동밥 내포장#1,2019-02-19,23:38,0:20,42,W0054F2,세부 세척,1BA03389,게살볶음밥E,충전실
9,D087,냉동밥 내포장#2,2019-02-20,16:13,17:20,67,W0054F2,세부 세척,1BA03158,비비고불고기비빔밥200g,충전실
1,D088,냉동밥 내포장#1,2019-02-20,6:30,7:20,50,W0054F2,세부 세척,1BA03389,게살볶음밥E,충전실
7,D088,냉동밥 내포장#1,2019-02-20,13:40,14:40,60,W005722,공정,1BA03389,게살볶음밥E,충전실
1,D088,냉동밥 내포장#1,2019-02-21,1:22,2:00,38,W0054F1,품목 교체,1BA10044,팔도비빔밥-진짜짜장,충전실
7,P005,3.2K마요포장(#5),2019-02-21,9:00,9:37,37,W0079AA,기타,16B06003,골드마요네즈3.2kg,포장실
7,D088,냉동밥 내포장#1,2019-02-23,20:42,23:26,164,W0054F1,품목 교체,1BA03281,취나물현미밥5kg,충전실
8,D088,냉동밥 내포장#1,2019-02-23,23:27,0:44,77,W005722,공정,1BA03281,취나물현미밥5kg,충전실
3,D087,냉동밥 내포장#2,2019-02-25,21:10,22:45,95,W0054F1,품목 교체,1BA03374,비비고소고기볶음밥200g(알밥),충전실
7,P004,PET#1,2019-02-26,16:25,16:39,14,W0079AA,기타,13K01423,쌈장소스235g,포장실
8,C096,2동 쿠커 #2,2019-02-27,14:14,14:44,30,W003552,보일러 꺼짐,2BA01018,큼직한쇠고기버섯죽(재),쿠킹실
16,D087,냉동밥 내포장#2,2019-02-27,19:53,21:28,95,W0054F2,세부 세척,1BA03158,비비고불고기비빔밥200g,충전실
2,D088,냉동밥 내포장#1,2019-02-28,6:10,8:10,120,W005722,공정,1BA03389,게살볶음밥E,충전실
16,D088,냉동밥 내포장#1,2019-03-01,6:57,8:43,106,W005722,공정,1BA03369,팔도산채나물밥(알밥),충전실
2,D087,냉동밥 내포장#2,2019-03-05,8:53,10:32,99,W005722,공정,1BA03365,NEW비비고새우볶음밥210g(알밥),충전실
11,D088,냉동밥 내포장#1,2019-03-06,19:30,2:51,-999,W005722,공정,1BA03369,팔도산채나물밥(알밥),충전실
8,D007,2동 6열컵실러#1,2019-03-06,13:55,14:45,50,W0056B9,기타,16A03018,I'm e콘치즈샐러드,충전실
9,C001,쿠커 #1,2019-03-07,15:16,16:34,78,W003441,규격보정,23K01433,고추장소스(재),쿠킹실
11,P005,3.2K마요포장(#5),2019-03-09,9:20,11:45,145,W007821,점도,16B03002,마요네즈-업소용10kg,포장실
5,D088,냉동밥 내포장#1,2019-03-09,20:53,23:02,129,W005722,공정,1BA03415,한가득낙지볶음밥,충전실
12,D087,냉동밥 내포장#2,2019-03-14,4:52,6:40,108,W005722,공정,1BA03201,비비고닭가슴살볶음밥210g(알밥),충전실
4,P004,PET#1,2019-03-14,14:15,14:38,23,W0079AA,기타,13D02279,허니머스타드드레싱-N 510g,포장실
11,D087,냉동밥 내포장#2,2019-03-15,21:32,23:00,88,W005722,공정,1BA03158,비비고불고기비빔밥200g,충전실
1,D088,냉동밥 내포장#1,2019-03-15,2:52,3:50,58,W0054F1,품목 교체,1BA03094,비비고곤드레밥200g,충전실
3,P005,3.2K마요포장(#5),2019-03-18,16:00,16:10,10,W007911,설비,16B06008,이츠웰골드마요네즈3.2kg,포장실
3,D087,냉동밥 내포장#2,2019-03-20,8:18,9:48,90,W0054F1,품목 교체,1BA03374,비비고소고기볶음밥200g(알밥),충전실
9,D087,냉동밥 내포장#2,2019-03-20,17:01,18:45,104,W0054F1,품목 교체,1BA03373,비비고햄야채볶음밥200g(알밥),충전실
7,D043,2동 4열충진기,2019-03-21,11:02,11:30,28,W0058Z9,기타,13G02078,dip양념치킨소스/하림,충전실
2,P005,3.2K마요포장(#5),2019-03-22,9:00,9:36,36,W0079AA,기타,16B06003,골드마요네즈3.2kg,포장실
8,D087,냉동밥 내포장#2,2019-03-25,20:50,22:23,93,W0054F1,품목 교체,1BA03378,매콤낙지볶음밥(노브랜드)/7개입,충전실
6,D088,냉동밥 내포장#1,2019-03-25,16:40,17:29,49,W0054F1,품목 교체,1BA03372,볶음밥베이스E,충전실
1,D087,냉동밥 내포장#2,2019-04-24,22:50,0:47,-1323,W0054F1,품목 교체,1BA10029,비비고불고기비빔밥(롯데),충전실
3,D088,냉동밥 내포장#1,2019-04-24,7:57,9:30,93,W0054F1,품목 교체,1BA03377,통새우볶음밥(노브랜드)/7개입,충전실
10,D088,냉동밥 내포장#1,2019-04-30,2:58,4:33,95,W0054F1,품목 교체,1BA03202,강원나물밥200g(알밥),충전실
16,D088,냉동밥 내포장#1,2019-05-02,17:46,18:45,59,W0054F1,품목 교체,1BA03273,하나로치킨데리야끼볶음밥,충전실
5,D087,냉동밥 내포장#2,2019-05-09,14:20,14:48,28,W005722,공정,1BA03384,비비고불고기비빔밥(EMT)/알밥,충전실
10,P006,튜브포장(#6),2019-05-09,19:43,19:57,14,W0079AA,기타,13A00877,팔도만능비빔장,포장실
15,C003,쿠커 #3,2019-05-15,0:53,1:37,44,W003444,점도이상,23D04125,카츠젠사우전아일랜드드레싱2kg(재),쿠킹실
2,D088,냉동밥 내포장#1,2019-05-17,1:00,1:00,0,W005722,공정,1BA03349,담두낙지볶음밥,충전실
16,D088,냉동밥 내포장#1,2019-05-17,18:10,19:14,64,W005722,공정,1BA03345,퀴노아렌틸콩잡곡밥(도시락용),충전실
19,D088,냉동밥 내포장#1,2019-05-18,23:00,0:33,-1347,W005722,공정,1BA03403,보리귀리렌틸콩밥E,충전실
6,D087,냉동밥 내포장#2,2019-05-20,22:58,0:38,100,W0054F2,세부 세척,1BA03416,한가득중화풍볶음밥,충전실
11,D087,냉동밥 내포장#2,2019-05-21,23:10,23:50,40,W005722,공정,1BA03436,비비고소고기볶음밥(200g),충전실
9,D088,냉동밥 내포장#1,2019-05-21,19:53,21:22,89,W0054F2,세부 세척,1BA03389,게살볶음밥E,충전실
5,D088,냉동밥 내포장#1,2019-05-23,15:01,15:59,58,W005722,공정,1BA03047,시아스야채볶음밥3kg,충전실
9,D088,냉동밥 내포장#1,2019-05-23,19:38,21:16,98,W005722,공정,1BA03094,비비고곤드레밥200g,충전실
8,P0F0,PET#2,2019-05-23,19:02,19:08,6,W0079AA,기타,13D02243,키위저지방샐러드소스-N 235g,포장실
6,D011,2동 오리히로,2019-05-27,13:52,14:10,18,W005921,원료 지연,16A01063,시아스고구마샐러드,충전실
18,D088,냉동밥 내포장#1,2019-05-28,0:38,2:19,101,W0054F2,세부 세척,1BA03138,매드포갈릭갈릭버터라이스200g,충전실
5,P006,튜브포장(#6),2019-05-27,13:25,14:06,41,W007212,식사,13D01235,프리미엄오리엔탈드레싱1kg,포장실
4,D087,냉동밥 내포장#2,2019-05-29,12:04,15:20,196,W005722,공정,1BA03415,한가득낙지볶음밥,충전실
10,D088,냉동밥 내포장#1,2019-05-30,0:40,2:26,106,W005722,공정,1BA03192,굴소스라이스(3kg),충전실
9,D011,2동 오리히로,2019-06-04,14:20,14:22,2,W005921,원료 지연,16A01063,시아스고구마샐러드,충전실
16,D087,냉동밥 내포장#2,2019-06-04,22:53,22:57,4,W0054F2,세부 세척,1BA03213,AAF불곱창깍두기볶음밥250g(알밥)*,충전실
14,D088,냉동밥 내포장#1,2019-06-04,19:53,20:45,52,W0054F1,품목 교체,1BA03315,위즈메택불고기맛볶음밥,충전실
7,P004,PET#1,2019-06-05,11:05,11:15,10,W0079AA,기타,13D02308,발사믹올리브유드레싱110g,포장실
5,D013,마요네즈 수동,2019-06-12,10:58,11:47,49,W005336,기타,13V00005,단호박베이스-2,충전실
14,D088,냉동밥 내포장#1,2019-06-12,20:42,21:25,43,W0054F2,세부 세척,1BA03389,게살볶음밥E,충전실
13,D087,냉동밥 내포장#2,2019-06-14,17:02,18:21,79,W0054F2,세부 세척,1BA03406,CJ김치볶음밥(수출용),충전실
8,D087,냉동밥 내포장#2,2019-06-18,5:10,5:49,39,W005722,공정,1BA03416,한가득중화풍볶음밥,충전실
9,C010,파일롯,2019-06-18,13:26,14:13,47,W0036A1,밸브,23A00909,낙지비빔양념장25g*2ea(연포)(재),쿠킹실
11,D013,마요네즈 수동,2019-06-18,14:48,15:28,40,W005318,용기미입고,16B03005,마요네즈-P(현미유)/국산난황,충전실
3,D088,냉동밥 내포장#1,2019-06-19,13:26,14:00,34,W0054F1,품목 교체,1BA03437,게살볶음밥-F,충전실
15,D088,냉동밥 내포장#1,2019-06-21,5:20,8:46,206,W005722,공정,1BA03284,곤드레나물밥H5kg,충전실
16,D088,냉동밥 내포장#1,2019-06-21,12:22,12:43,21,W005722,공정,1BA03286,어수리나물밥5kg,충전실
17,D088,냉동밥 내포장#1,2019-06-21,19:16,20:00,44,W0054F1,품목 교체,1BA03282,퀴노아렌틸콩현미볶음밥5kg,충전실
1,D013,마요네즈 수동,2019-06-25,9:16,9:17,1,W005733,QA확인대기,16B04006,마요네즈-제빵용18kg,충전실
8,D088,냉동밥 내포장#1,2019-06-25,12:30,13:00,30,W005722,공정,1BA03389,게살볶음밥E,충전실
13,D088,냉동밥 내포장#1,2019-06-25,19:42,21:00,78,W005722,공정,1BA03216,AAF게살새우볶음밥(알밥)*,충전실
2,P005,3.2K마요포장(#5),2019-07-31,9:18,9:35,17,W007911,설비,16B06008,이츠웰골드마요네즈3.2kg,포장실
7,P006,튜브포장(#6),2019-07-31,14:35,14:53,18,W0079AA,기타,13A00877,팔도만능비빔장,포장실
1,D088,냉동밥 내포장#1,2019-08-08,4:00,4:48,48,W0054F1,품목 교체,1BA03389,게살볶음밥E,충전실
2,C001,쿠커 #1,2019-08-21,13:20,13:47,27,W003444,점도이상,23S01433,로제소스-O(재),쿠킹실
6,D088,냉동밥 내포장#1,2019-08-27,11:40,13:08,88,W0054F1,품목 교체,1BA03437,게살볶음밥-F,충전실
5,L001,전처리1실,2019-08-27,11:06,11:19,13,W002311,업체미입고(생산지연),23D02238,오리엔탈드레싱-N 240g(재),계량실
5,P005,3.2K마요포장(#5),2019-08-29,11:44,12:00,16,W0076H2,그립퍼,16B06008,이츠웰골드마요네즈3.2kg,포장실
7,D005,3.2마요,2019-09-06,14:56,15:06,10,W005817,라벨부착 오류,16B06003,골드마요네즈3.2kg,충전실
8,D087,냉동밥 내포장#2,2019-09-06,18:13,20:13,120,W0054F1,품목 교체,1BA03461,철판직화볶음밥,충전실
2,D088,냉동밥 내포장#1,2019-09-06,5:16,7:03,107,W0054F1,품목 교체,1BA03367,보리리조또베이스E,충전실
10,D008,파일롯 - 수동,2019-09-09,19:58,19:59,1,W005712,고장,13C01064,참깨베이스,충전실
1,D087,냉동밥 내포장#2,2019-09-10,8:19,10:50,151,W0054F1,품목 교체,1BA03461,철판직화볶음밥,충전실
6,D088,냉동밥 내포장#1,2019-09-10,13:30,14:33,63,W005722,공정,1BA03474,풀잎채라이스,충전실
6,P006,튜브포장(#6),2019-09-11,10:18,10:40,22,W007211,휴식,13D01286,홈스타일오리엔탈드레싱,포장실
16,P006,튜브포장(#6),2019-09-11,18:17,18:36,19,W007911,설비,13D01235,프리미엄오리엔탈드레싱1kg,포장실
12,D011,2동 오리히로,2019-09-17,6:15,6:28,13,W0058Z9,기타,16A01074,고구마토핑,충전실
5,D088,냉동밥 내포장#1,2019-09-17,14:05,14:33,28,W005722,공정,1BA03216,AAF게살새우볶음밥(알밥)*,충전실
7,P003,파우치포장(#3),2019-09-17,18:35,18:46,11,W007911,설비,16B06095,골드마요네즈3.2kg(캡파우치),포장실
3,D088,냉동밥 내포장#1,2019-09-18,17:38,18:06,28,W0054F1,품목 교체,1BA03456,한끼든든김치볶음밥,충전실
3,C008,프리머 #2,2019-09-23,9:30,13:02,212,W003711,기타,26B06101,정성담은마요네즈(1kg)(재),쿠킹실
6,P002,파우치포장(#2),2019-09-23,11:42,12:21,39,W007911,설비,13R09041,크림치즈무스,포장실
16,P002,파우치포장(#2),2019-09-25,23:05,23:20,15,W007911,설비,13A00701,마왕소스(순한맛),포장실
2,D088,냉동밥 내포장#1,2019-09-26,1:10,2:16,66,W005722,공정,1BA03412,리얼통새우볶음밥,충전실
10,P002,파우치포장(#2),2019-09-26,20:45,21:20,35,W007911,설비,13R05025,BK디아블로소스(1kg),포장실
7,P002,파우치포장(#2),2019-09-30,21:30,21:47,17,W0079AA,기타,13C00019,염지용소스,포장실
2,D087,냉동밥 내포장#2,2019-10-02,7:35,13:18,343,W0054F1,품목 교체,1BA03415,한가득낙지볶음밥,충전실
3,P002,파우치포장(#2),2019-10-03,9:50,10:05,15,W007911,설비,13K03141,선진어니언크림소스,포장실
6,D088,냉동밥 내포장#1,2019-10-10,4:00,5:45,105,W0054F2,세부 세척,1BA03454,Sias새우볶음밥,충전실
3,C007,프리머 #1,2019-10-14,11:21,12:25,64,W003489,기타,23V00005,단호박베이스-2(재),쿠킹실
5,D088,냉동밥 내포장#1,2019-10-14,13:45,14:31,46,W0054F1,품목 교체,1BA03205,마왕갈릭라이스,충전실
9,D088,냉동밥 내포장#1,2019-10-14,20:52,22:40,108,W0054F1,품목 교체,1BA03389,게살볶음밥E,충전실
4,D088,냉동밥 내포장#1,2019-10-16,8:00,9:30,90,W0054G1,별도구작업,1BA03415,한가득낙지볶음밥,충전실
1,D088,냉동밥 내포장#1,2019-10-19,9:24,11:33,129,W0054F1,품목 교체,1BA03347,탄두리치킨볶음밥(도시락용),충전실
2,D088,냉동밥 내포장#1,2019-10-19,13:45,15:35,110,W0054F1,품목 교체,1BA03345,퀴노아렌틸콩잡곡밥(도시락용),충전실
7,D088,냉동밥 내포장#1,2019-10-22,19:26,22:23,177,W0054F2,세부 세척,1BA03415,한가득낙지볶음밥,충전실
7,D088,냉동밥 내포장#1,2019-10-25,10:24,10:25,1,W0054F1,품목 교체,1BA03478,Homeplus signature 곤드레버섯나물밥(알밥),충전실
2,C003,쿠커 #3,2019-10-25,14:15,14:54,39,W003444,점도이상,23R09018,렌치치즈소스(재),쿠킹실
4,C088,냉동밥 취반#1,2019-10-25,19:00,20:00,60,W0034B1,품목 교체,2BA03477,signature 낙지볶음밥(알밥)(재),쿠킹실
5,D087,냉동밥 내포장#2,2019-11-28,13:32,15:05,93,W0054F1,품목 교체,1BA03371,비비고닭갈비볶음밥(알밥),충전실
9,D087,냉동밥 내포장#2,2019-11-28,15:20,22:33,433,W0054E1,시생산,1BA03371,비비고닭갈비볶음밥(알밥),충전실
1,D087,냉동밥 내포장#2,2019-12-04,4:36,5:10,34,W0054F1,품목 교체,1BA03484,중화풍볶음밥-C,충전실
3,D087,냉동밥 내포장#2,2019-12-10,8:46,9:45,59,W0054F1,품목 교체,1BA03416,한가득중화풍볶음밥,충전실
9,D088,냉동밥 내포장#1,2019-12-12,17:23,19:05,102,W0054F1,품목 교체,1BA03368,치즈스테이크볶음밥,충전실
13,D088,냉동밥 내포장#1,2019-12-13,23:41,0:57,-1364,W0054F1,품목 교체,1BA03288,한그릇연근우엉밥3kg,충전실
15,D088,냉동밥 내포장#1,2019-12-17,5:02,6:29,87,W005722,공정,1BA03432,김민교의사와디밥돼지고기바질볶음밥,충전실
12,D0036,로타리 #5,2019-12-26,13:44,13:48,4,W005722,공정,16B06098,맛있는골드마요네즈1kg,충전실
3,D088,냉동밥 내포장#1,2019-12-24,6:17,7:50,93,W0054F2,세부 세척,1BA03049,김치볶음밥-S,충전실
7,D088,냉동밥 내포장#1,2019-12-24,13:37,14:07,30,W005722,공정,1BA03049,김치볶음밥-S,충전실
5,C003,쿠커 #3,2019-12-26,19:09,19:13,4,W003444,점도이상,23R09057,버터크림소스(재),쿠킹실
3,D088,냉동밥 내포장#1,2019-12-27,10:37,10:56,19,W005722,공정,1BA03456,한끼든든김치볶음밥,충전실
8,P005,3.2K마요포장(#5),2019-12-28,3:17,3:51,34,W007911,설비,16B06003,골드마요네즈3.2kg,포장실
8,D087,냉동밥 내포장#2,2020-01-03,15:30,16:54,84,W0054F1,품목 교체,1BA03438,새우볶음밥-F,충전실
4,D088,냉동밥 내포장#1,2020-01-03,10:00,10:43,43,W0054F1,품목 교체,1BA03049,김치볶음밥-S,충전실
12,P003,파우치포장(#3),2020-01-06,10:58,11:19,21,W007911,설비,16B06101,정성담은마요네즈(1kg),포장실
6,P006,튜브포장(#6),2020-01-07,18:50,18:59,9,W0079AA,기타,13D01285,홈스타일발사믹드레싱,포장실
12,D045,병(PET)12열충전,2020-01-08,16:26,16:31,5,W0058Z9,기타,13D02286,발사믹올리브유드레싱235g,충전실
3,D088,냉동밥 내포장#1,2020-01-08,9:28,10:17,49,W0054F1,품목 교체,1BA03474,풀잎채라이스,충전실
1,D005,3.2마요,2020-01-10,9:37,9:53,16,W005817,라벨부착 오류,16B06003,골드마요네즈3.2kg,충전실
6,P006,튜브포장(#6),2020-01-10,15:30,15:45,15,W007211,휴식,16B06100,정성담은마요네즈(250g),포장실
11,C003,쿠커 #3,2020-01-16,6:02,6:21,19,W003444,점도이상,23K03132,어니언크림소스-S(재),쿠킹실
10,D088,냉동밥 내포장#1,2020-01-16,3:40,5:11,91,W0054F2,세부 세척,1BA03389,게살볶음밥E,충전실
13,D003,로타리 #2,2020-01-17,5:40,5:55,15,W0058Z1,대차 적재 공간 부족,13A00702,마왕소스(매운맛),충전실
11,D006,튜브,2020-01-17,15:50,16:05,15,W0058Z9,기타,13R10044,노브랜드머스타드소스,충전실
11,D0036,로타리 #5,2020-01-21,14:08,14:36,28,W0058Z9,기타,16B06095,골드마요네즈3.2kg(캡파우치),충전실
10,D087,냉동밥 내포장#2,2020-01-21,13:14,16:16,182,W0054F1,품목 교체,1BA03323,해물철판볶음밥,충전실
2,D088,냉동밥 내포장#1,2020-01-23,11:29,12:24,55,W005722,공정,1BA03316,위즈메택김치볶음밥,충전실
5,P006,튜브포장(#6),2020-01-28,17:10,17:27,17,W0079AA,기타,1.#JE+00,시아스사누끼우동소스,포장실
1,C045,쿠커 #5,2020-01-29,8:40,8:45,5,W003447,염도이상,23A00877,팔도만능비빔장(재),쿠킹실
11,D0036,로타리 #5,2020-01-29,12:26,12:46,20,W005A11,기타,16B06048,천년풍미퓨어마요네즈,충전실
4,D013,마요네즈 수동,2020-01-30,13:15,13:50,35,W0058Z9,기타,16B03004,마요네즈-업소용18kg,충전실
6,P006,튜브포장(#6),2020-01-31,15:17,15:32,15,W007911,설비,13D01235,프리미엄오리엔탈드레싱1kg,포장실
1,D005,3.2마요,2020-02-03,10:35,11:04,29,W0058Z9,기타,16B03005,마요네즈-P(현미유)/국산난황,충전실
8,D087,냉동밥 내포장#2,2020-02-04,15:40,16:28,48,W005722,공정,1BA03416,한가득중화풍볶음밥,충전실
6,D087,냉동밥 내포장#2,2020-02-07,10:25,13:39,194,W0054G1,별도구작업,1BA03415,한가득낙지볶음밥,충전실
8,C002,쿠커 #2,2020-02-10,21:25,21:38,13,W003633,기타,23K01451,선진매콤칠리소스(재),쿠킹실
1,D006,튜브,2020-02-10,9:30,9:58,28,W0058Z9,기타,13R09063,스위트몬스터빅스프레더블,충전실
8,P0F0,PET#2,2020-03-21,2:31,2:46,15,W0079AA,기타,13D02328,(20년)참깨&흑임자드레싱-N105g,포장실
9,P0F0,PET#2,2020-03-21,4:10,4:22,12,W0079AA,기타,13D02328,(20년)참깨&흑임자드레싱-N105g,포장실
4,D013,마요네즈 수동,2020-03-31,11:00,11:38,38,W005724,이송끊김,13V00005,단호박베이스-2,충전실
7,D087,냉동밥 내포장#2,2020-04-07,22:53,0:51,118,W0054F1,품목 교체,1BA03271,하나로햄야채볶음밥,충전실
7,D088,냉동밥 내포장#1,2020-04-10,11:29,12:41,72,W005722,공정,1BA03343,병아리콩잡곡밥(도시락용),충전실
7,C007,프리머 #1,2020-04-13,18:15,19:16,61,W003452,충전,26B01006,시아스샐러드마요-2(자사용)(재),쿠킹실
14,P006,튜브포장(#6),2020-04-14,20:30,21:22,52,W007911,설비,13D01286,홈스타일오리엔탈드레싱,포장실
10,D088,냉동밥 내포장#1,2020-04-22,13:20,14:00,40,W005722,공정,1BA03192,굴소스라이스(3kg),충전실
2,D088,냉동밥 내포장#1,2020-04-22,16:50,17:50,60,W0054F1,품목 교체,1BA03256,NEW김치볶음밥300g,충전실
